ID,ITEM NAME,ITEM TYPE,ITEM CODE,SALE PRICE,SALE DISCOUNT RATE,SALE DISCOUNT PRICE,SALE DISCOUNT MODE,CURRENT STOCK,IS PUBLIC,PROPERTY:Colour,PROPERTY:Fabric,PROPERTY:Feeding Maxi,PROPERTY:Neck,PROPERTY:Size,PROPERTY:Skirt Length,PROPERTY:Sleeve Type,PROPERTY:Total Length,PROPERTY:__category 
"5991","Black Spade Fit and Flare Midi","Dresses","MIDI705","1680.00","","","rate","","True","Black","Cotton",,"V Neck","XL",,,"MIDI","Fast Moving,selling fast"
"5992","Black Spade Fit and Flare Midi","Dresses","MIDI706","1680.00","","","rate","","True","Black","Cotton",,"V Neck","XXL",,,"MIDI","Fast Moving,selling fast"
"5993","Black Spade Fit and Flare Midi","Dresses","MIDI707","1680.00","","","rate","","True","Black","Cotton",,"V Neck","XXXL",,,"MIDI","Fast Moving,selling fast"
"5994","Black & White Checks Midi","Dresses","MIDI708","1790.00","50.00","895.00","rate","","True","Black","Cotton",,"Close Neck","XS",,,"MIDI","Clearance"
"5995","Black & White Checks Midi","Dresses","MIDI709","1790.00","50.00","895.00","rate","","True","Black","Cotton",,"Close Neck","S",,,"MIDI","Clearance"
"5996","Black & White Checks Midi","Dresses","MIDI710","1790.00","50.00","895.00","rate","","True","Black","Cotton",,"Close Neck","M",,,"MIDI","Clearance"
"5997","Black & White Checks Midi","Dresses","MIDI711","1790.00","50.00","895.00","rate","","True","Black","Cotton",,"Close Neck","L",,,"MIDI","Clearance"
"5998","Black & White Checks Midi","Dresses","MIDI712","1790.00","50.00","895.00","rate","","True","Black","Cotton",,"Close Neck","XL",,,"MIDI","Clearance"
"5999","Black & White Checks Midi","Dresses","MIDI713","1790.00","50.00","895.00","rate","","True","Black","Cotton",,"Close Neck","XXL",,,"MIDI","Clearance"
"6000","Black & White Checks Midi","Dresses","MIDI714","1790.00","50.00","895.00","rate","","True","Black","Cotton",,"Close Neck","XXXL",,,"MIDI","Clearance"
"6001","Rainbow Chiffon Maxi","Dresses","MAXI715","1790.00","15.00","268.50","rate","","True","Peach","Chiffon",,"V Neck","XS",,,"Maxi","Fast Moving,Long Maxi Dresses,Selling Fast"
"6002","Rainbow Chiffon Maxi","Dresses","MAXI716","1790.00","15.00","268.50","rate","1.0","True","Peach","Chiffon",,"V Neck","S",,,"Maxi","Selling Fast,Fast Moving,Long Maxi Dresses"
"6003","Rainbow Chiffon Maxi","Dresses","MAXI717","1790.00","15.00","268.50","rate","4.0","True","Peach","Chiffon",,"V Neck","M",,,"Maxi","Long Maxi Dresses,Selling Fast,Fast Moving"
"6004","Rainbow Chiffon Maxi","Dresses","MAXI718","1790.00","15.00","268.50","rate","1.0","True","Peach","Chiffon",,"V Neck","L",,,"Maxi","Fast Moving,Long Maxi Dresses,Selling Fast"
"6005","Rainbow Chiffon Maxi","Dresses","MAXI719","1790.00","15.00","268.50","rate","","True","Peach","Chiffon",,"V Neck","XL",,,"Maxi","Fast Moving,Long Maxi Dresses,Selling Fast"
"6006","Rainbow Chiffon Maxi","Dresses","MAXI720","1790.00","15.00","268.50","rate","","True","Peach","Chiffon",,"V Neck","XXL",,,"Maxi","Selling Fast,Fast Moving,Long Maxi Dresses"
"6007","Rainbow Chiffon Maxi","Dresses","MAXI721","1790.00","15.00","268.50","rate","","True","Peach","Chiffon",,"V Neck","XXXL",,,"Maxi","Fast Moving,Long Maxi Dresses,Selling Fast"
"6008","Red Drop Chiffon Maxi","Dresses","MAXI722","2090.00","15.00","313.50","rate","","True","RED","Chiffon",,"Square Neck","XS",,,"Maxi","Long Maxi Dresses,Selling Fast"
"6009","Red Drop Chiffon Maxi","Dresses","MAXI723","2090.00","15.00","313.50","rate","2.0","True","RED","Chiffon",,"Square Neck","S",,,"Maxi","Long Maxi Dresses,Selling Fast"
"6010","Red Drop Chiffon Maxi","Dresses","MAXI724","2090.00","15.00","313.50","rate","","True","RED","Chiffon",,"Square Neck","M",,,"Maxi","Long Maxi Dresses,Selling Fast"
"6011","Red Drop Chiffon Maxi","Dresses","MAXI725","2090.00","15.00","313.50","rate","3.0","True","RED","Chiffon",,"Square Neck","L",,,"Maxi","Long Maxi Dresses,Selling Fast"
"6012","Red Drop Chiffon Maxi","Dresses","MAXI726","2090.00","15.00","313.50","rate","2.0","True","RED","Chiffon",,"Square Neck","XL",,,"Maxi","Long Maxi Dresses,Selling Fast"
"6013","Red Drop Chiffon Maxi","Dresses","MAXI727","2090.00","15.00","313.50","rate","","True","RED","Chiffon",,"Square Neck","XXL",,,"Maxi","Long Maxi Dresses,Selling Fast"
"6014","Red Drop Chiffon Maxi","Dresses","MAXI728","2090.00","15.00","313.50","rate","","True","RED","Chiffon",,"Square Neck","XXXL",,,"Maxi","Long Maxi Dresses,Selling Fast"
"6015","Black Front-Slit Casual Midi","Dresses","MIDI729","1790.00","15.00","268.50","rate","","True","Black","Cotton",,"Square Neck","XS",,,"MIDI","Dark Collections"
"6016","Black Front-Slit Casual Midi","Dresses","MIDI730","1790.00","15.00","268.50","rate","4.0","True","Black","Cotton",,"Square Neck","S",,,"MIDI","Dark Collections"
"6017","Black Front-Slit Casual Midi","Dresses","MIDI731","1790.00","15.00","268.50","rate","9.0","True","Black","Cotton",,"Square Neck","M",,,"MIDI","Dark Collections"
"6018","Black Front-Slit Casual Midi","Dresses","MIDI732","1790.00","15.00","268.50","rate","10.0","True","Black","Cotton",,"Square Neck","L",,,"MIDI","Dark Collections"
"6019","Black Front-Slit Casual Midi","Dresses","MIDI733","1790.00","15.00","268.50","rate","5.0","True","Black","Cotton",,"Square Neck","XL",,,"MIDI","Dark Collections"
"6020","Black Front-Slit Casual Midi","Dresses","MIDI734","1790.00","15.00","268.50","rate","5.0","True","Black","Cotton",,"Square Neck","XXL",,,"MIDI","Dark Collections"
"6021","Black Front-Slit Casual Midi","Dresses","MIDI735","1790.00","15.00","268.50","rate","","True","Black","Cotton",,"Square Neck","XXXL",,,"MIDI","Dark Collections"
"6022","Beige Front-Slit Casual Midi","Dresses","MIDI736","1790.00","15.00","268.50","rate","","True","BEIGE","Cotton",,"Square Neck","XS",,,"MIDI","Selling Fast,Fast Moving"
"6023","Beige Front-Slit Casual Midi","Dresses","MIDI737","1790.00","15.00","268.50","rate","4.0","True","BEIGE","Cotton",,"Square Neck","S",,,"MIDI","Selling Fast,Fast Moving"
"6024","Beige Front-Slit Casual Midi","Dresses","MIDI738","1790.00","15.00","268.50","rate","6.0","True","BEIGE","Cotton",,"Square Neck","M",,,"MIDI","Selling Fast,Fast Moving"
"6025","Beige Front-Slit Casual Midi","Dresses","MIDI739","1790.00","15.00","268.50","rate","8.0","True","BEIGE","Cotton",,"Square Neck","L",,,"MIDI","Selling Fast,Fast Moving"
"6026","Beige Front-Slit Casual Midi","Dresses","MIDI740","1790.00","15.00","268.50","rate","4.0","True","BEIGE","Cotton",,"Square Neck","XL",,,"MIDI","Selling Fast,Fast Moving"
"6027","Beige Front-Slit Casual Midi","Dresses","MIDI741","1790.00","15.00","268.50","rate","2.0","True","BEIGE","Cotton",,"Square Neck","XXL",,,"MIDI","Fast Moving,Selling Fast"
"6028","Beige Front-Slit Casual Midi","Dresses","MIDI742","1790.00","15.00","268.50","rate","","True","BEIGE","Cotton",,"Square Neck","XXXL",,,"MIDI","Fast Moving,Selling Fast"
"6029","Cream Front-Slit Casual Midi","Dresses","MIDI743","1790.00","15.00","268.50","rate","","True","BEIGE","Cotton",,"Square Neck","XS",,,"MIDI","Selling Fast"
"6030","Cream Front-Slit Casual Midi","Dresses","MIDI744","1790.00","15.00","268.50","rate","4.0","True","BEIGE","Cotton",,"Square Neck","S",,,"MIDI","Selling Fast"
"6031","Cream Front-Slit Casual Midi","Dresses","MIDI745","1790.00","15.00","268.50","rate","6.0","True","BEIGE","Cotton",,"Square Neck","M",,,"MIDI","Selling Fast"
"6032","Cream Front-Slit Casual Midi","Dresses","MIDI746","1790.00","15.00","268.50","rate","9.0","True","BEIGE","Cotton",,"Square Neck","L",,,"MIDI","Selling Fast"
"6033","Cream Front-Slit Casual Midi","Dresses","MIDI747","1790.00","15.00","268.50","rate","3.0","True","BEIGE","Cotton",,"Square Neck","XL",,,"MIDI","Selling Fast"
"6034","Cream Front-Slit Casual Midi","Dresses","MIDI748","1790.00","15.00","268.50","rate","5.0","True","BEIGE","Cotton",,"Square Neck","XXL",,,"MIDI","Selling Fast"
"6035","Cream Front-Slit Casual Midi","Dresses","MIDI749","1790.00","15.00","268.50","rate","","True","BEIGE","Cotton",,"Square Neck","XXXL",,,"MIDI","Selling Fast"
"6036","Navy Front-Slit Casual Midi","Dresses","MIDI2XL","1790.00","15.00","268.50","rate","","True","BLUE","Cotton",,"Square Neck","XXL",,,"MIDI","Dark Collections"
"6037","Massai Wave Hakoba Midi","Dresses","MIDI750","2090.00","15.00","313.50","rate","","True","Black","Cotton",,"Close Neck","XS",,,"MIDI","cotton,Dark Collections"
"6038","Massai Wave Hakoba Midi","Dresses","MIDI751","2090.00","15.00","313.50","rate","5.0","True","Black","Cotton",,"Close Neck","S",,,"MIDI","Dark Collections,cotton"
"6039","Massai Wave Hakoba Midi","Dresses","MIDI752","2090.00","15.00","313.50","rate","10.0","True","Black","Cotton",,"Close Neck","M",,,"MIDI","Dark Collections,cotton"
"6040","Massai Wave Hakoba Midi","Dresses","MIDI753","2090.00","15.00","313.50","rate","7.0","True","Black","Cotton",,"Close Neck","L",,,"MIDI","Dark Collections,cotton"
"6041","Massai Wave Hakoba Midi","Dresses","MIDI754","2090.00","15.00","313.50","rate","10.0","True","Black","Cotton",,"Close Neck","XL",,,"MIDI","Dark Collections,cotton"
"6042","Massai Wave Hakoba Midi","Dresses","MIDI755","2090.00","15.00","313.50","rate","7.0","True","Black","Cotton",,"Close Neck","XXL",,,"MIDI","Dark Collections,cotton"
"6043","Massai Wave Hakoba Midi","Dresses","MIDI756","2090.00","15.00","313.50","rate","4.0","True","Black","Cotton",,"Close Neck","XXXL",,,"MIDI","Dark Collections,cotton"
"6050","Fall Foilage Chiffon Maxi","Dresses","MIDI757","2095.00","20.00","419.00","rate","","True","PINK","Chiffon",,"V Neck","XS",,,"Maxi","Best Sellers"
"6051","Fall Foilage Chiffon Maxi","Dresses","MIDI758","2095.00","20.00","419.00","rate","","True","PINK","Chiffon",,"V Neck","S",,,"Maxi","Best Sellers"
"6052","Fall Foilage Chiffon Maxi","Dresses","MIDI759","2095.00","20.00","419.00","rate","","True","PINK","Chiffon",,"V Neck","M",,,"Maxi","Best Sellers"
"6053","Fall Foilage Chiffon Maxi","Dresses","MIDI760","2095.00","20.00","419.00","rate","1.0","True","PINK","Chiffon",,"V Neck","L",,,"Maxi","Best Sellers"
"6054","Fall Foilage Chiffon Maxi","Dresses","MIDI761","2095.00","20.00","419.00","rate","1.0","True","PINK","Chiffon",,"V Neck","XL",,,"Maxi","Best Sellers"
"6055","Fall Foilage Chiffon Maxi","Dresses","MIDI762","2095.00","20.00","419.00","rate","","True","PINK","Chiffon",,"V Neck","XXL",,,"Maxi","Best Sellers"
"6056","Fall Foilage Chiffon Maxi","Dresses","MIDI763","2095.00","20.00","419.00","rate","","True","PINK","Chiffon",,"V Neck","XXXL",,,"Maxi","Best Sellers"
"6057","DriftWood Maxi","Dresses","MIDI764","2190.00","50.00","1095.00","rate","","True","RED","Chiffon",,"V Neck","XS",,,"Maxi","Clearance,Long Maxi Dresses"
"6058","DriftWood Maxi","Dresses","MIDI765","2190.00","50.00","1095.00","rate","5.0","True","RED","Chiffon",,"V Neck","S",,,"Maxi","Clearance,Long Maxi Dresses"
"6059","DriftWood Maxi","Dresses","MIDI766","2190.00","50.00","1095.00","rate","18.0","True","RED","Chiffon",,"V Neck","M",,,"Maxi","Clearance,Long Maxi Dresses"
"6060","DriftWood Maxi","Dresses","MIDI767","2190.00","50.00","1095.00","rate","16.0","True","RED","Chiffon",,"V Neck","L",,,"Maxi","Clearance,Long Maxi Dresses"
"6062","DriftWood Maxi","Dresses","MIDI768","2190.00","50.00","1095.00","rate","16.0","True","RED","Chiffon",,"V Neck","XL",,,"Maxi","Clearance,Long Maxi Dresses"
"6064","DriftWood Maxi","Dresses","MIDI769","2190.00","50.00","1095.00","rate","8.0","True","RED","Chiffon",,"V Neck","XXL",,,"Maxi","Clearance,Long Maxi Dresses"
"6065","DriftWood Maxi","Dresses","MIDI770","2190.00","50.00","1095.00","rate","2.0","True","RED","Chiffon",,"V Neck","XXXL",,,"Maxi","Clearance,Long Maxi Dresses"
"6066","Orange HalfMoon Hakoba Midi","Dresses","MIDI771","2080.00","15.00","312.00","rate","","True","ORANGE","Cotton",,"Close Neck","XS",,,"MIDI","Best Sellers,cotton"
"6067","Orange HalfMoon Hakoba Midi","Dresses","MIDI772","2080.00","15.00","312.00","rate","1.0","True","ORANGE","Cotton",,"Close Neck","S",,,"MIDI","Best Sellers,cotton"
"6068","Orange HalfMoon Hakoba Midi","Dresses","MIDI773","2080.00","15.00","312.00","rate","","True","ORANGE","Cotton",,"Close Neck","M",,,"MIDI","Best Sellers,cotton"
"6069","Orange HalfMoon Hakoba Midi","Dresses","MIDI774","2080.00","15.00","312.00","rate","2.0","True","ORANGE","Cotton",,"Close Neck","L",,,"MIDI","Best Sellers,cotton"
"6070","Orange HalfMoon Hakoba Midi","Dresses","MIDI775","2080.00","15.00","312.00","rate","4.0","True","ORANGE","Cotton",,"Close Neck","XL",,,"MIDI","Best Sellers,cotton"
"6071","Orange HalfMoon Hakoba Midi","Dresses","MIDI776","2080.00","15.00","312.00","rate","","True","ORANGE","Cotton",,"Close Neck","XXL",,,"MIDI","Best Sellers,cotton"
"6072","Orange HalfMoon Hakoba Midi","Dresses","MIDI777","2080.00","15.00","312.00","rate","","True","ORANGE","Cotton",,"Close Neck","XXXL",,,"MIDI","Best Sellers,cotton"
"6073","Minted Foilage Chiffon Midi","Dresses","MIDI778","2195.00","30.00","658.50","rate","","True","Green","Chiffon",,"Square Neck","XS",,,"MIDI","Selling Fast"
"6074","Minted Foilage Chiffon Midi","Dresses","MIDI779","2195.00","30.00","658.50","rate","4.0","True","Green","Chiffon",,"Square Neck","S",,,"MIDI","Selling Fast"
"6077","Minted Foilage Chiffon Midi","Dresses","MIDI780","2195.00","30.00","658.50","rate","14.0","True","Green","Chiffon",,"Square Neck","M",,,"MIDI","Selling Fast"
"6081","Minted Foilage Chiffon Midi","Dresses","MIDI781","2195.00","30.00","658.50","rate","15.0","True","Green","Chiffon",,"Square Neck","L",,,"MIDI","Selling Fast"
"6082","Minted Foilage Chiffon Midi","Dresses","MIDI782","2195.00","30.00","658.50","rate","15.0","True","Green","Chiffon",,"Square Neck","XL",,,"MIDI","Selling Fast"
"6085","Minted Foilage Chiffon Midi","Dresses","MIDI783","2195.00","30.00","658.50","rate","5.0","True","Green","Chiffon",,"Square Neck","XXL",,,"MIDI","Selling Fast"
"6086","Minted Foilage Chiffon Midi","Dresses","MIDI784","2195.00","30.00","658.50","rate","1.0","True","Green","Chiffon",,"Square Neck","XXXL",,,"MIDI","Selling Fast"
"6087","Regal Damask Maxi","Dresses","MIDI785","1895.00","15.00","284.25","rate","","True","Red","LINEN",,"V Neck","XS",,,"MIDI","Dark Collections"
"6088","Regal Damask Maxi","Dresses","MIDI786","1895.00","15.00","284.25","rate","4.0","True","Red","LINEN",,"V Neck","S",,,"MIDI","Dark Collections"
"6089","Regal Damask Maxi","Dresses","MIDI787","1895.00","15.00","284.25","rate","11.0","True","Red","LINEN",,"V Neck","M",,,"MIDI","Dark Collections"
"6090","Regal Damask Maxi","Dresses","MIDI788","1895.00","15.00","284.25","rate","12.0","True","Red","LINEN",,"V Neck","L",,,"MIDI","Dark Collections"
"6091","Regal Damask Maxi","Dresses","MIDI789","1895.00","15.00","284.25","rate","14.0","True","Red","LINEN",,"V Neck","XL",,,"MIDI","Dark Collections"
"6092","Regal Damask Maxi","Dresses","MIDI790","1895.00","15.00","284.25","rate","1.0","True","Red","LINEN",,"V Neck","XXL",,,"MIDI","Dark Collections"
"6093","Regal Damask Maxi","Dresses","MIDI800","1895.00","15.00","284.25","rate","3.0","True","Red","LINEN",,"V Neck","XXXL",,,"MIDI","Dark Collections"
"6096","Tapestry Dot Panel Midi","Dresses","MIDI801","1989.96","15.00","298.49","rate","","True","BEIGE","LINEN",,"Round Neck","XS",,,"MIDI",
"6097","Tapestry Dot Panel Midi","Dresses","MIDI802","1989.96","15.00","298.49","rate","2.0","True","BEIGE","LINEN",,"Round Neck","S",,,"MIDI",
"6098","Tapestry Dot Panel Midi","Dresses","MIDI803","1989.96","15.00","298.49","rate","15.0","True","BEIGE","LINEN",,"Round Neck","M",,,"MIDI",
"6099","Tapestry Dot Panel Midi","Dresses","MIDI804","1989.96","15.00","298.49","rate","15.0","True","BEIGE","LINEN",,"Round Neck","L",,,"MIDI",
"6100","Tapestry Dot Panel Midi","Dresses","MIDI805","1989.96","15.00","298.49","rate","16.0","True","BEIGE","LINEN",,"Round Neck","XL",,,"MIDI",
"6101","Tapestry Dot Panel Midi","Dresses","MIDI806","1989.96","15.00","298.49","rate","8.0","True","BEIGE","LINEN",,"Round Neck","XXL",,,"MIDI",
"6102","Tapestry Dot Panel Midi","Dresses","MIDI807","1989.96","15.00","298.49","rate","2.0","True","BEIGE","LINEN",,"Round Neck","XXXL",,,"MIDI",
"6103","Sable Midi Dress","Dresses","MIDI808","1895.00","50.00","947.50","rate","","True","BEIGE","LINEN",,"Round Neck","XS",,"WITH SLEEVE","Midi","Clearance"
"6104","Sable Midi Dress","Dresses","MIDI809","1895.00","50.00","947.50","rate","1.0","True","BEIGE","LINEN",,"Round Neck","S",,"WITH SLEEVE","Midi","Clearance"
"6105","Sable Midi Dress","Dresses","MIDI810","1895.00","50.00","947.50","rate","3.0","True","BEIGE","LINEN",,"Round Neck","M",,"WITH SLEEVE","Midi","Clearance"
"6106","Sable Midi Dress","Dresses","MIDI811","1895.00","50.00","947.50","rate","7.0","True","BEIGE","LINEN",,"Round Neck","L",,"WITH SLEEVE","Midi","Clearance"
"6108","Sable Midi Dress","Dresses","MIDI812","1895.00","50.00","947.50","rate","6.0","True","BEIGE","LINEN",,"Round Neck","XL",,"WITH SLEEVE","Midi","Clearance"
"6109","Sable Midi Dress","Dresses","MIDI813","1895.00","50.00","947.50","rate","4.0","True","BEIGE","LINEN",,"Round Neck","XXL",,"WITH SLEEVE","Midi","Clearance"
"6110","Sable Midi Dress","Dresses","MIDI814","1895.00","50.00","947.50","rate","1.0","True","BEIGE","LINEN",,"Round Neck","XXXL",,"WITH SLEEVE","Midi","Clearance"
"6111","Sable Midi Dress","Dresses","withoutxs","1895.00","50.00","947.50","rate","","True","BEIGE","LINEN",,"Round Neck","XS",,"WITHOUT SLEEVE","Midi","Clearance"
"6112","Sable Midi Dress","Dresses","withouts","1895.00","50.00","947.50","rate","2.0","True","BEIGE","LINEN",,"Round Neck","S",,"WITHOUT SLEEVE","Midi","Clearance"
"6114","Sable Midi Dress","Dresses","withoutm","1895.00","50.00","947.50","rate","7.0","True","BEIGE","LINEN",,"Round Neck","M",,"WITHOUT SLEEVE","Midi","Clearance"
"6115","Sable Midi Dress","Dresses","withoutL","1895.00","50.00","947.50","rate","7.0","True","BEIGE","LINEN",,"Round Neck","L",,"WITHOUT SLEEVE","Midi","Clearance"
"6116","Sable Midi Dress","Dresses","withoutxl","1895.00","50.00","947.50","rate","6.0","True","BEIGE","LINEN",,"Round Neck","XL",,"WITHOUT SLEEVE","Midi","Clearance"
"6117","Sable Midi Dress","Dresses","withoutxxl","1895.00","50.00","947.50","rate","3.0","True","BEIGE","LINEN",,"Round Neck","XXL",,"WITHOUT SLEEVE","Midi","Clearance"
"6118","Sable Midi Dress","Dresses","withoutxxxl","1895.00","50.00","947.50","rate","1.0","True","BEIGE","LINEN",,"Round Neck","XXXL",,"WITHOUT SLEEVE","Midi","Clearance"
"6119","Zinnia Flared Hakoba Midi","Dresses","Midi815","2185.00","15.00","327.75","rate","","True","Peach","Cotton",,"V Neck","XS",,,"MIDI","cotton"
"6120","Zinnia Flared Hakoba Midi","Dresses","MIDI816","2185.00","15.00","327.75","rate","4.0","True","Peach","Cotton",,"V Neck","S",,,"MIDI","cotton"
"6121","Zinnia Flared Hakoba Midi","Dresses","MIDI817","2185.00","15.00","327.75","rate","8.0","True","Peach","Cotton",,"V Neck","M",,,"MIDI","cotton"
"6122","Zinnia Flared Hakoba Midi","Dresses","MIDI818","2185.00","15.00","327.75","rate","6.0","True","Peach","Cotton",,"V Neck","L",,,"MIDI","cotton"
"6123","Zinnia Flared Hakoba Midi","Dresses","MIDI819","2185.00","15.00","327.75","rate","9.0","True","Peach","Cotton",,"V Neck","XL",,,"MIDI","cotton"
"6124","Zinnia Flared Hakoba Midi","Dresses","MIDI820","2185.00","15.00","327.75","rate","3.0","True","Peach","Cotton",,"V Neck","XXL",,,"MIDI","cotton"
"6125","Zinnia Flared Hakoba Midi","Dresses","MIDI821","2185.00","15.00","327.75","rate","1.0","True","Peach","Cotton",,"V Neck","XXXL",,,"MIDI","cotton"
"6126","Tutti Floral Midi","Dresses","MIDI822","1945.00","15.00","291.75","rate","","True","Peach","LINEN",,"V Neck","XS",,,"MIDI",
"6127","Tutti Floral Midi","Dresses","MIDI823","1945.00","15.00","291.75","rate","3.0","True","Peach","LINEN",,"V Neck","S",,,"MIDI",
"6128","Tutti Floral Midi","Dresses","MIDI824","1945.00","15.00","291.75","rate","14.0","True","Peach","LINEN",,"V Neck","M",,,"MIDI",
"6129","Tutti Floral Midi","Dresses","MIDI825","1945.00","15.00","291.75","rate","11.0","True","Peach","LINEN",,"V Neck","L",,,"MIDI",
"6130","Tutti Floral Midi","Dresses","MIDI826","1945.00","15.00","291.75","rate","16.0","True","Peach","LINEN",,"V Neck","XL",,,"MIDI",
"6131","Tutti Floral Midi","Dresses","MIDI827","1945.00","15.00","291.75","rate","8.0","True","Peach","LINEN",,"V Neck","XXL",,,"MIDI",
"6132","Tutti Floral Midi","Dresses","MIDI828","1945.00","15.00","291.75","rate","3.0","True","Peach","LINEN",,"V Neck","XXXL",,,"MIDI",
"6133","Ziggurat Line Panel Midi","Dresses","MIDI829","1990.00","15.00","298.50","rate","","True","RED","LINEN",,"V Neck","XS",,,"MIDI",
"6134","Ziggurat Line Panel Midi","Dresses","MIDI830","1990.00","15.00","298.50","rate","5.0","True","RED","LINEN",,"V Neck","S",,,"MIDI",
"6135","Ziggurat Line Panel Midi","Dresses","MIDI831","1990.00","15.00","298.50","rate","15.0","True","RED","LINEN",,"V Neck","M",,,"MIDI",
"6136","Ziggurat Line Panel Midi","Dresses","MIDI832","1990.00","15.00","298.50","rate","10.0","True","RED","LINEN",,"V Neck","L",,,"MIDI",
"6137","Ziggurat Line Panel Midi","Dresses","MIDI833","1990.00","15.00","298.50","rate","12.0","True","RED","LINEN",,"V Neck","XL",,,"MIDI",
"6138","Ziggurat Line Panel Midi","Dresses","MIDI834","1990.00","15.00","298.50","rate","8.0","True","RED","LINEN",,"V Neck","XXL",,,"MIDI",
"6139","Ziggurat Line Panel Midi","Dresses","MIDI835","1990.00","15.00","298.50","rate","1.0","True","RED","LINEN",,"V Neck","XXXL",,,"MIDI",
"6140","Disty Flowy Hakoba Midi","Dresses","MIDI836","2290.00","15.00","343.50","rate","","True","BLUE","Cotton",,"Round Neck","XS",,,"MIDI","cotton"
"6141","Disty Flowy Hakoba Midi","Dresses","MIDI837","2290.00","15.00","343.50","rate","1.0","True","BLUE","Cotton",,"Round Neck","S",,,"MIDI","cotton"
"6142","Disty Flowy Hakoba Midi","Dresses","MIDI838","2290.00","15.00","343.50","rate","7.0","True","BLUE","Cotton",,"Round Neck","M",,,"MIDI","cotton"
"6143","Disty Flowy Hakoba Midi","Dresses","MIDI839","2290.00","15.00","343.50","rate","6.0","True","BLUE","Cotton",,"Round Neck","L",,,"MIDI","cotton"
"6144","Disty Flowy Hakoba Midi","Dresses","MIDI840","2290.00","15.00","343.50","rate","9.0","True","BLUE","Cotton",,"Round Neck","XL",,,"MIDI","cotton"
"6147","Disty Flowy Hakoba Midi","Dresses","MIDI841","2290.00","15.00","343.50","rate","3.0","True","BLUE","Cotton",,"Round Neck","XXL",,,"MIDI","cotton"
"6148","Disty Flowy Hakoba Midi","Dresses","MIDI842","2290.00","15.00","343.50","rate","3.0","True","BLUE","Cotton",,"Round Neck","XXXL",,,"MIDI","cotton"
"6149","Swoop Panel Maxi","Dresses","MAXI843","2175.00","10.00","217.50","rate","","True","BLUE","LINEN",,"V Neck","XS",,,"Maxi","Dark Collections"
"6150","Swoop Panel Maxi","Dresses","MAXI844","2175.00","10.00","217.50","rate","4.0","True","BLUE","LINEN",,"V Neck","S",,,"Maxi","Dark Collections"
"6151","Swoop Panel Maxi","Dresses","MAXI845","2175.00","10.00","217.50","rate","7.0","True","BLUE","LINEN",,"V Neck","M",,,"Maxi","Dark Collections"
"6152","Swoop Panel Maxi","Dresses","MAXI846","2175.00","10.00","217.50","rate","8.0","True","BLUE","LINEN",,"V Neck","L",,,"Maxi","Dark Collections"
"6153","Swoop Panel Maxi","Dresses","MAXI847","2175.00","10.00","217.50","rate","7.0","True","BLUE","LINEN",,"V Neck","XL",,,"Maxi","Dark Collections"
"6154","Swoop Panel Maxi","Dresses","MAXI848","2175.00","10.00","217.50","rate","1.0","True","BLUE","LINEN",,"V Neck","XXL",,,"Maxi","Dark Collections"
"6155","Swoop Panel Maxi","Dresses","MAXI849","2175.00","10.00","217.50","rate","","True","BLUE","LINEN",,"V Neck","XXXL",,,"Maxi","Dark Collections"
"6156","Black Denim Casual Midi","Dresses","MIDI850","1699.00","15.00","254.85","rate","4.0","True","Black","Denim",,"Square Neck","XS",,,"MIDI","denims"
"6157","Black Denim Casual Midi","Dresses","MIDI851","1699.00","15.00","254.85","rate","3.0","True","Black","Denim",,"Square Neck","S",,,"MIDI","denims"
"6158","Black Denim Casual Midi","Dresses","MIDI853","1699.00","15.00","254.85","rate","13.0","True","Black","Denim",,"Square Neck","M",,,"MIDI","denims"
"6159","Black Denim Casual Midi","Dresses","MIDI854","1699.00","15.00","254.85","rate","8.0","True","Black","Denim",,"Square Neck","L",,,"MIDI","denims"
"6160","Black Denim Casual Midi","Dresses","MIDI855","1699.00","15.00","254.85","rate","9.0","True","Black","Denim",,"Square Neck","XL",,,"MIDI","denims"
"6161","Black Denim Casual Midi","Dresses","MIDI852","1699.00","15.00","254.85","rate","2.0","True","Black","Denim",,"Square Neck","XXL",,,"MIDI","denims"
"6162","Black Denim Casual Midi","Dresses","MIDI856","1699.00","15.00","254.85","rate","","True","Black","Denim",,"Square Neck","XXXL",,,"MIDI","denims"
"6163","Persian Chiffon Maxi","Dresses","MAXI857","2040.00","15.00","306.00","rate","","True","GREEN","Chiffon",,"Round Neck","XS",,,"Maxi","Best Sellers,Dark Collections"
"6164","Persian Chiffon Maxi","Dresses","MAXI858","2040.00","15.00","306.00","rate","","True","GREEN","Chiffon",,"Round Neck","S",,,"Maxi","Best Sellers,Dark Collections"
"6165","Persian Chiffon Maxi","Dresses","MAXI859","2040.00","15.00","306.00","rate","","True","GREEN","Chiffon",,"Round Neck","M",,,"Maxi","Best Sellers,Dark Collections"
"6166","Persian Chiffon Maxi","Dresses","MAXI860","2040.00","15.00","306.00","rate","","True","GREEN","Chiffon",,"Round Neck","L",,,"Maxi","Best Sellers,Dark Collections"
"6167","Persian Chiffon Maxi","Dresses","MAXI861","2040.00","15.00","306.00","rate","","True","GREEN","Chiffon",,"Round Neck","XL",,,"Maxi","Best Sellers,Dark Collections"
