id,title,description,availability,condition,link,image_link,brand,google_product_category,size,price
1-FFR-12-213,Brown Flowers,Brown Flowers,out of stock,new,https://www.beelittle.in/store/item/Brown+Flowers?id=80,https://www.beelittle.in/aalam/stock/item/80/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,449.0 INR
1-FFR-612-213,Brown Flowers,Brown Flowers,out of stock,new,https://www.beelittle.in/store/item/Brown+Flowers?id=81,https://www.beelittle.in/aalam/stock/item/81/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,429.0 INR
1-FFR-23-213,Brown Flowers,Brown Flowers,out of stock,new,https://www.beelittle.in/store/item/Brown+Flowers?id=82,https://www.beelittle.in/aalam/stock/item/82/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,2-3Y,449.0 INR
1-FFR-23-214,Hearts,Hearts,out of stock,new,https://www.beelittle.in/store/item/Hearts?id=83,https://www.beelittle.in/aalam/stock/item/83/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,2-3Y,449.0 INR
1-FFR-36-214,Hearts,Hearts,out of stock,new,https://www.beelittle.in/store/item/Hearts?id=84,https://www.beelittle.in/aalam/stock/item/84/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,449.0 INR
1-FFR-12-214,Hearts,Hearts,out of stock,new,https://www.beelittle.in/store/item/Hearts?id=85,https://www.beelittle.in/aalam/stock/item/85/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,449.0 INR
1-FFR-612-214,Hearts,Hearts,out of stock,new,https://www.beelittle.in/store/item/Hearts?id=86,https://www.beelittle.in/aalam/stock/item/86/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,429.0 INR
1-KFR-36-221,Aqua Motif,Aqua Motif,out of stock,new,https://www.beelittle.in/store/item/Aqua+Motif?id=87,https://www.beelittle.in/aalam/stock/item/87/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,349.0 INR
1-KFR-03-221,Aqua Motif,Aqua Motif,out of stock,new,https://www.beelittle.in/store/item/Aqua+Motif?id=88,https://www.beelittle.in/aalam/stock/item/88/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,329.0 INR
1-KFR-36-222,Red Motif,Red Motif,out of stock,new,https://www.beelittle.in/store/item/Red+Motif?id=89,https://www.beelittle.in/aalam/stock/item/89/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,349.0 INR
1-KFR-03-222,Red Motif,Red Motif,out of stock,new,https://www.beelittle.in/store/item/Red+Motif?id=90,https://www.beelittle.in/aalam/stock/item/90/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,329.0 INR
1-KFR-36-223,Blue Flowers,Blue Flowers,out of stock,new,https://www.beelittle.in/store/item/Blue+Flowers?id=91,https://www.beelittle.in/aalam/stock/item/91/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,349.0 INR
1-KFR-03-223,Blue Flowers,Blue Flowers,out of stock,new,https://www.beelittle.in/store/item/Blue+Flowers?id=92,https://www.beelittle.in/aalam/stock/item/92/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,329.0 INR
3-PBC-018-803,Colorful Elephant,Colorful Elephant,in stock,new,https://www.beelittle.in/store/item/Colorful+Elephant?id=93,https://www.beelittle.in/aalam/stock/item/93/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,,899.0 INR
3-PBS-018-803,Colorful Elephant,Colorful Elephant,in stock,new,https://www.beelittle.in/store/item/Colorful+Elephant?id=94,https://www.beelittle.in/aalam/stock/item/94/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,,1499.0 INR
3-JB-NB-2221,Green Kite - Newborn,Green Kite - Newborn,out of stock,new,https://www.beelittle.in/store/item/Green+Kite+-+Newborn?id=95,https://www.beelittle.in/aalam/stock/item/95/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,Newborn,449.0 INR
2-JB-NB-2221,Monkey - Newborn,Monkey - Newborn,out of stock,new,https://www.beelittle.in/store/item/Monkey+-+Newborn?id=96,https://www.beelittle.in/aalam/stock/item/96/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,Newborn,299.0 INR
1-JJB-03-201,Fish,Fish,out of stock,new,https://www.beelittle.in/store/item/Fish?id=97,https://www.beelittle.in/aalam/stock/item/97/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,275.0 INR
1-JJB-NB-201,Fish,Fish,out of stock,new,https://www.beelittle.in/store/item/Fish?id=98,https://www.beelittle.in/aalam/stock/item/98/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,Newborn,275.0 INR
1-JJB-612-201,Fish,Fish,out of stock,new,https://www.beelittle.in/store/item/Fish?id=99,https://www.beelittle.in/aalam/stock/item/99/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,299.0 INR
1-JJB-36-201,Fish,Fish,out of stock,new,https://www.beelittle.in/store/item/Fish?id=100,https://www.beelittle.in/aalam/stock/item/100/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,299.0 INR
1-JJB-12-201,Fish,Fish,out of stock,new,https://www.beelittle.in/store/item/Fish?id=101,https://www.beelittle.in/aalam/stock/item/101/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,320.0 INR
1-KCAP-06-111,Avacado - 0-6m,Avacado - 0-6m,out of stock,new,https://www.beelittle.in/store/item/Avacado+-+0-6m?id=102,https://www.beelittle.in/aalam/stock/item/102/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-6M,299.0 INR
1-KCAP-06-112,Whale in Waves - 0-6m,Whale in Waves - 0-6m,out of stock,new,https://www.beelittle.in/store/item/Whale+in+Waves+-+0-6m?id=103,https://www.beelittle.in/aalam/stock/item/103/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-6M,299.0 INR
1-KCAP-06-113,Jingle Wingle - 0-6m,Jingle Wingle - 0-6m,out of stock,new,https://www.beelittle.in/store/item/Jingle+Wingle+-+0-6m?id=104,https://www.beelittle.in/aalam/stock/item/104/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-6M,299.0 INR
1-KCAP-06-114,Sea Shore - 0-6m,Sea Shore - 0-6m,out of stock,new,https://www.beelittle.in/store/item/Sea+Shore+-+0-6m?id=105,https://www.beelittle.in/aalam/stock/item/105/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-6M,299.0 INR
1-KCAP-06-115,Flying Dino - 0-6m,Flying Dino - 0-6m,out of stock,new,https://www.beelittle.in/store/item/Flying+Dino+-+0-6m?id=106,https://www.beelittle.in/aalam/stock/item/106/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-6M,299.0 INR
1-KCAP-06-116,Pink Giraffe - 0-6m,Pink Giraffe - 0-6m,out of stock,new,https://www.beelittle.in/store/item/Pink+Giraffe+-+0-6m?id=107,https://www.beelittle.in/aalam/stock/item/107/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-6M,299.0 INR
1-KCAP-06-117,Cloudy - 0-6m,Cloudy - 0-6m,out of stock,new,https://www.beelittle.in/store/item/Cloudy+-+0-6m?id=108,https://www.beelittle.in/aalam/stock/item/108/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-6M,299.0 INR
5-KCM-06-111,Avacado - 0-6m,Avacado - 0-6m,out of stock,new,https://www.beelittle.in/store/item/Avacado+-+0-6m?id=109,https://www.beelittle.in/aalam/stock/item/109/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-6M,849.0 INR
5-KCM-06-112,Whale in Waves - 0-6m,Whale in Waves - 0-6m,out of stock,new,https://www.beelittle.in/store/item/Whale+in+Waves+-+0-6m?id=110,https://www.beelittle.in/aalam/stock/item/110/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-6M,849.0 INR
5-KCM-06-113,Jingle Wingle - 0-6m,Jingle Wingle - 0-6m,out of stock,new,https://www.beelittle.in/store/item/Jingle+Wingle+-+0-6m?id=111,https://www.beelittle.in/aalam/stock/item/111/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-6M,849.0 INR
5-KCM-06-114,Sea Shore - 0-6m,Sea Shore - 0-6m,out of stock,new,https://www.beelittle.in/store/item/Sea+Shore+-+0-6m?id=112,https://www.beelittle.in/aalam/stock/item/112/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-6M,849.0 INR
5-KCM-06-115,Flying Dino - 0-6m,Flying Dino - 0-6m,out of stock,new,https://www.beelittle.in/store/item/Flying+Dino+-+0-6m?id=113,https://www.beelittle.in/aalam/stock/item/113/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-6M,849.0 INR
5-KCM-06-116,Pink Giraffe - 0-6m,Pink Giraffe - 0-6m,out of stock,new,https://www.beelittle.in/store/item/Pink+Giraffe+-+0-6m?id=114,https://www.beelittle.in/aalam/stock/item/114/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-6M,849.0 INR
5-KCM-06-117,Cloudy - 0-6m,Cloudy - 0-6m,out of stock,new,https://www.beelittle.in/store/item/Cloudy+-+0-6m?id=115,https://www.beelittle.in/aalam/stock/item/115/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-6M,849.0 INR
1-KSJ-12-201 -1,Coco Tree -1,Coco Tree -1,out of stock,new,https://www.beelittle.in/store/item/Coco+Tree+-1?id=116,https://www.beelittle.in/aalam/stock/item/116/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,275.0 INR
1-KSJ-612-201 -1,Coco Tree -1,Coco Tree -1,out of stock,new,https://www.beelittle.in/store/item/Coco+Tree+-1?id=117,https://www.beelittle.in/aalam/stock/item/117/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,275.0 INR
1-KSJ-36-201 -1,Coco Tree -1,Coco Tree -1,out of stock,new,https://www.beelittle.in/store/item/Coco+Tree+-1?id=118,https://www.beelittle.in/aalam/stock/item/118/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,220.0 INR
1-KSJ-03-201 -1,Coco Tree -1,Coco Tree -1,out of stock,new,https://www.beelittle.in/store/item/Coco+Tree+-1?id=119,https://www.beelittle.in/aalam/stock/item/119/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,220.0 INR
1-KSJ-12-202 -1,Bear and Cub -1,Bear and Cub -1,out of stock,new,https://www.beelittle.in/store/item/Bear+and+Cub+-1?id=120,https://www.beelittle.in/aalam/stock/item/120/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,275.0 INR
1-KSJ-612-202 -1,Bear and Cub -1,Bear and Cub -1,out of stock,new,https://www.beelittle.in/store/item/Bear+and+Cub+-1?id=121,https://www.beelittle.in/aalam/stock/item/121/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,275.0 INR
1-KSJ-36-202 -1,Bear and Cub -1,Bear and Cub -1,out of stock,new,https://www.beelittle.in/store/item/Bear+and+Cub+-1?id=122,https://www.beelittle.in/aalam/stock/item/122/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,220.0 INR
1-KSJ-03-202 -1,Bear and Cub -1,Bear and Cub -1,out of stock,new,https://www.beelittle.in/store/item/Bear+and+Cub+-1?id=123,https://www.beelittle.in/aalam/stock/item/123/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,220.0 INR
1-KSJ-12-203 -1,Blue Giffy -1,Blue Giffy -1,out of stock,new,https://www.beelittle.in/store/item/Blue+Giffy+-1?id=124,https://www.beelittle.in/aalam/stock/item/124/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,275.0 INR
1-KSJ-612-203 -1,Blue Giffy -1,Blue Giffy -1,out of stock,new,https://www.beelittle.in/store/item/Blue+Giffy+-1?id=125,https://www.beelittle.in/aalam/stock/item/125/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,275.0 INR
1-KSJ-36-203 -1,Blue Giffy -1,Blue Giffy -1,out of stock,new,https://www.beelittle.in/store/item/Blue+Giffy+-1?id=126,https://www.beelittle.in/aalam/stock/item/126/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,220.0 INR
1-KSJ-03-203 -1,Blue Giffy -1,Blue Giffy -1,out of stock,new,https://www.beelittle.in/store/item/Blue+Giffy+-1?id=127,https://www.beelittle.in/aalam/stock/item/127/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,220.0 INR
1-KSJ-12-204 -1,Animals -1,Animals -1,out of stock,new,https://www.beelittle.in/store/item/Animals+-1?id=128,https://www.beelittle.in/aalam/stock/item/128/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,275.0 INR
1-KSJ-612-204 -1,Animals -1,Animals -1,out of stock,new,https://www.beelittle.in/store/item/Animals+-1?id=129,https://www.beelittle.in/aalam/stock/item/129/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,275.0 INR
1-KSJ-36-204 -1,Animals -1,Animals -1,out of stock,new,https://www.beelittle.in/store/item/Animals+-1?id=130,https://www.beelittle.in/aalam/stock/item/130/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,220.0 INR
1-KSJ-03-204 -1,Animals -1,Animals -1,out of stock,new,https://www.beelittle.in/store/item/Animals+-1?id=131,https://www.beelittle.in/aalam/stock/item/131/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,220.0 INR
1-KSJ-12-205 -1,Sunny Dino -1,Sunny Dino -1,out of stock,new,https://www.beelittle.in/store/item/Sunny+Dino+-1?id=132,https://www.beelittle.in/aalam/stock/item/132/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,275.0 INR
1-KSJ-612-205 -1,Sunny Dino -1,Sunny Dino -1,out of stock,new,https://www.beelittle.in/store/item/Sunny+Dino+-1?id=133,https://www.beelittle.in/aalam/stock/item/133/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,275.0 INR
1-KSJ-36-205 -1,Sunny Dino -1,Sunny Dino -1,out of stock,new,https://www.beelittle.in/store/item/Sunny+Dino+-1?id=134,https://www.beelittle.in/aalam/stock/item/134/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,220.0 INR
1-KSJ-03-205 -1,Sunny Dino -1,Sunny Dino -1,out of stock,new,https://www.beelittle.in/store/item/Sunny+Dino+-1?id=135,https://www.beelittle.in/aalam/stock/item/135/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,220.0 INR
1-KSJ-12-206,Bunny n co,Bunny n co,out of stock,new,https://www.beelittle.in/store/item/Bunny+n+co?id=136,https://www.beelittle.in/aalam/stock/item/136/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,275.0 INR
1-KSJ-612-206,Bunny n co,Bunny n co,out of stock,new,https://www.beelittle.in/store/item/Bunny+n+co?id=137,https://www.beelittle.in/aalam/stock/item/137/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,275.0 INR
1-KSJ-36-206,Bunny n co,Bunny n co,out of stock,new,https://www.beelittle.in/store/item/Bunny+n+co?id=138,https://www.beelittle.in/aalam/stock/item/138/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,220.0 INR
1-KSJ-03-206,Bunny n co,Bunny n co,out of stock,new,https://www.beelittle.in/store/item/Bunny+n+co?id=139,https://www.beelittle.in/aalam/stock/item/139/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,220.0 INR
1-KSJ-12-207 -1,Grey Lines -1,Grey Lines -1,out of stock,new,https://www.beelittle.in/store/item/Grey+Lines+-1?id=140,https://www.beelittle.in/aalam/stock/item/140/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,275.0 INR
1-KSJ-612-207 -1,Grey Lines -1,Grey Lines -1,out of stock,new,https://www.beelittle.in/store/item/Grey+Lines+-1?id=141,https://www.beelittle.in/aalam/stock/item/141/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,275.0 INR
1-KSJ-36-207 -1,Grey Lines -1,Grey Lines -1,out of stock,new,https://www.beelittle.in/store/item/Grey+Lines+-1?id=142,https://www.beelittle.in/aalam/stock/item/142/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,220.0 INR
1-KSJ-03-207 -1,Grey Lines -1,Grey Lines -1,out of stock,new,https://www.beelittle.in/store/item/Grey+Lines+-1?id=143,https://www.beelittle.in/aalam/stock/item/143/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,220.0 INR
1-KSJ-12-208,Teal Hearts,Teal Hearts,out of stock,new,https://www.beelittle.in/store/item/Teal+Hearts?id=144,https://www.beelittle.in/aalam/stock/item/144/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,275.0 INR
1-KSJ-612-208,Teal Hearts,Teal Hearts,out of stock,new,https://www.beelittle.in/store/item/Teal+Hearts?id=145,https://www.beelittle.in/aalam/stock/item/145/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,275.0 INR
1-KSJ-36-208,Teal Hearts,Teal Hearts,out of stock,new,https://www.beelittle.in/store/item/Teal+Hearts?id=146,https://www.beelittle.in/aalam/stock/item/146/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,220.0 INR
1-KSJ-03-208,Teal Hearts,Teal Hearts,out of stock,new,https://www.beelittle.in/store/item/Teal+Hearts?id=147,https://www.beelittle.in/aalam/stock/item/147/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,220.0 INR
1-KSJ-12-209,Ribbed animals,Ribbed animals,out of stock,new,https://www.beelittle.in/store/item/Ribbed+animals?id=148,https://www.beelittle.in/aalam/stock/item/148/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,275.0 INR
1-KSJ-612-209,Ribbed animals,Ribbed animals,out of stock,new,https://www.beelittle.in/store/item/Ribbed+animals?id=149,https://www.beelittle.in/aalam/stock/item/149/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,275.0 INR
1-KSJ-36-209,Ribbed animals,Ribbed animals,out of stock,new,https://www.beelittle.in/store/item/Ribbed+animals?id=150,https://www.beelittle.in/aalam/stock/item/150/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,220.0 INR
1-KSJ-03-209,Ribbed animals,Ribbed animals,out of stock,new,https://www.beelittle.in/store/item/Ribbed+animals?id=151,https://www.beelittle.in/aalam/stock/item/151/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,220.0 INR
1-KSJ-12-210 -1,Dino Land -1,Dino Land -1,out of stock,new,https://www.beelittle.in/store/item/Dino+Land+-1?id=152,https://www.beelittle.in/aalam/stock/item/152/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,275.0 INR
1-KSJ-612-210 -1,Dino Land -1,Dino Land -1,out of stock,new,https://www.beelittle.in/store/item/Dino+Land+-1?id=153,https://www.beelittle.in/aalam/stock/item/153/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,275.0 INR
1-KSJ-36-210 -1,Dino Land -1,Dino Land -1,out of stock,new,https://www.beelittle.in/store/item/Dino+Land+-1?id=154,https://www.beelittle.in/aalam/stock/item/154/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,220.0 INR
1-KSJ-03-210 -1,Dino Land -1,Dino Land -1,out of stock,new,https://www.beelittle.in/store/item/Dino+Land+-1?id=155,https://www.beelittle.in/aalam/stock/item/155/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,0-3M,220.0 INR
5-ABF-612-001,Assorted,Assorted,out of stock,new,https://www.beelittle.in/store/item/Assorted?id=156,https://www.beelittle.in/aalam/stock/item/156/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,6-12M,599.0 INR
5-ABF-36-001,Assorted,Assorted,out of stock,new,https://www.beelittle.in/store/item/Assorted?id=157,https://www.beelittle.in/aalam/stock/item/157/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,3-6M,599.0 INR
5-ABF-12-001,Assorted,Assorted,out of stock,new,https://www.beelittle.in/store/item/Assorted?id=158,https://www.beelittle.in/aalam/stock/item/158/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,1-2Y,649.0 INR
5-ABF-23-001,Assorted,Assorted,out of stock,new,https://www.beelittle.in/store/item/Assorted?id=159,https://www.beelittle.in/aalam/stock/item/159/image/_/face-img,Beelittle,Apparel & Accessories > Clothing,2-3Y,649.0 INR
